num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,num_env_steps_sampled_lifetime_throughput,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_duration_sec_mean,env_runners/num_episodes,env_runners/episode_len_min,env_runners/time_between_sampling,env_runners/episode_len_mean,env_runners/env_step_timer,env_runners/num_episodes_lifetime,env_runners/episode_return_mean,env_runners/weights_seq_no,env_runners/num_env_steps_sampled_lifetime,env_runners/env_reset_timer,env_runners/sample,env_runners/env_to_module_sum_episodes_length_out,env_runners/env_to_module_sum_episodes_length_in,env_runners/episode_len_max,env_runners/rlmodule_inference_timer,env_runners/num_env_steps_sampled,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/num_module_steps_sampled/default_policy,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/agent_episode_returns_mean/default_agent,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/num_agent_steps_sampled/default_agent,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/module_episode_returns_mean/default_policy,learners/default_policy/vf_explained_var,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/mean_kl_loss,learners/default_policy/vf_loss_unclipped,learners/default_policy/module_train_batch_size_mean,learners/default_policy/vf_loss,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/entropy,learners/default_policy/num_module_steps_trained,learners/default_policy/num_trainable_parameters,learners/default_policy/weights_seq_no,learners/default_policy/policy_loss,learners/default_policy/total_loss,learners/default_policy/curr_entropy_coeff,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/curr_kl_coeff,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate
1,4096,nan,False,1,40149_00000,2025-05-17_14-53-36,1747461216,4.261927604675293,4.261927604675293,1464251,localhost.localdomain,10.139.239.36,4.261927604675293,1,4.257459065061994,2.2521940991282463e-05,4.257308474043384,0.5095357539830729,3.7397469360148534,0.001681059948168695,0.0012250686377228703,1299,1,0.14340727852214574,3.5,2.9042612316015143e-05,1299,50.95625,0.0,4096,0.00013909503468312323,0.08149582208434543,2.2317907686669454,2.2317907686669454,12,7.320945949695617e-05,4096,52.6,49.0,nan,8,0,0,9.442857142857141,14.828571428571427,4096,0.00024038606703873205,6.679631676439517e-05,50.95625,4096,4096,4096,50.95625,3.5762787e-07,1.8693265,0.016363988,2164.464,128.0,9.726834,0.0003,1.0,1.093401,162560,134148,1.0,-0.6014745,9.128633,0.0,162560,0.20000000298023224,6879590,162560,5417,0,4096,162560,134148,6879590,nan,0.14213838800787926,2.279741058424357e-05,0.00011193846392201097,9.439304806091073e-06,1.0152191293624057e-06,1.6073289365000646e-05,4.3030489016023265e-05,9.567418199465055e-06,3.5144384535158264e-06,1.9742811293034528e-05,4.6998116026252075e-06,1.960377326976352e-06,1.7864047549664974e-05,0.0001680139685049653,0.005963620962575078,5.570007488131523e-06,0.030488490010611713,0.01779086806345731,0.04677207209169865,0.0404281800147146
1,8192,920.9799559795298,False,2,40149_00000,2025-05-17_14-53-40,1747461220,4.439693450927734,8.701621055603027,1464251,localhost.localdomain,10.139.239.36,8.701621055603027,2,4.259233127431944,2.2406531497836115e-05,4.259082130352035,0.5101924773934298,3.740844584584702,0.0016804774675983937,0.0010181138168263715,1597,1,0.15276779245411234,2.78125,2.7798542869092534e-05,2896,50.85000000000001,1.0,8192,0.00013909503468312323,0.08139564630766172,2.136528449738309,2.136528449738309,13,6.920996899089056e-05,4096,51.8,49.2,920.9799559795298,8,0,0,11.0,14.9,4096,0.00022637894723603826,6.383202913604259e-05,50.85000000000001,8192,4096,8192,50.85000000000001,2.3841858e-07,1.9148749,0.022230826,2153.5247,128.0,9.881627,0.0003,1.0,1.0897272,171264,134148.0,2.0,-0.6204206,9.265654,0.0,333824,0.30000001192092896,7635966,333824,5417.0289999999995,0.0,4096.0,171264,134148.0,14515556,0.0,0.14214003875897033,2.0548011977729003e-05,0.0001052771945834981,9.340550588713292e-06,1.0052004199916554e-06,1.5877951360407137e-05,3.8983246591005146e-05,9.262638258475938e-06,3.375085616707831e-06,1.911096649287218e-05,4.510414171460007e-06,1.9257363026305913e-06,1.786445224424824e-05,0.0001680116762057878,0.005963706268975511,5.569898278918117e-06,0.030488891818211416,0.01779102167445235,0.04677236919468269,0.04042891962541034
1,12288,848.4733124877299,False,3,40149_00000,2025-05-17_14-53-45,1747461225,4.820086717605591,13.521707773208618,1464251,localhost.localdomain,10.139.239.36,13.521707773208618,3,4.2647972450583245,2.225390560925007e-05,4.26464624631838,0.5106687176493695,3.7458861595585247,0.0016813707531779074,0.0006091088434914127,1941,1,0.16883030908361443,1.71875,2.6676890734837638e-05,4837,50.89999999999999,2.0,12288,0.00013909503468312323,0.08130016070581328,1.9473142346248442,1.9473142346248442,6,6.616042557917846e-05,4096,51.2,50.0,848.4733124877299,8,0,0,10.685714285714287,14.885714285714286,4096,0.00021533986505477233,6.1272146478566e-05,50.89999999999999,12288,4096,12288,50.89999999999999,-3.5762787e-07,0.7763156,0.009763807,2312.81,128.0,9.902832,0.0003,1.0,1.0657806,181760,134148.0,3.0,-0.7027074,9.203054,0.0,515584,0.30000001192092896,8598100,515584,5417.121219999999,0.0,4096.0,181760,134148.0,23113656,0.0,0.1421590193800421,1.8850780530341204e-05,0.00010013115551792237,9.215813305157883e-06,9.912890743493101e-07,1.564223022482138e-05,3.5918409553463447e-05,8.960300897609987e-06,3.2574695797559176e-06,1.855708062253649e-05,4.346626060394373e-06,1.8889251306136001e-06,1.7864677446661512e-05,0.00016800739194895137,0.005964073701548856,5.569617946399376e-06,0.03050351814445807,0.017791329543121622,0.046773467544605485,0.040431527518894284
1,16384,802.923275698711,False,4,40149_00000,2025-05-17_14-53-50,1747461230,5.093109369277954,18.614817142486572,1464251,localhost.localdomain,10.139.239.36,18.614817142486572,4,4.273041718788546,2.212684574350715e-05,4.272890454214564,0.5122573728639067,3.7524883606027517,0.001682262525050086,0.0006587708412553184,2164,1,0.19025721019110767,1.78125,2.615402402423804e-05,7001,50.95625,3.0,16384,0.00013909503468312323,0.08129278189082688,1.7558182517484355,1.7558182517484355,6,6.676376215637248e-05,4096,51.2,50.2,802.923275698711,8,0,0,11.4,14.799999999999999,4096,0.00021014018647091604,6.0524138610247377e-05,50.95625,16384,4096,16384,50.95625,-1.1920929e-07,0.9895582,0.01036492,2290.7578,128.0,9.890509,0.0003,1.0,1.0205508,188160,134148.0,4.0,-0.68545765,9.208161,0.0,703744,0.30000001192092896,9219840,703744,5417.297092699999,0.0,4096.0,188160,134148.0,32333496,0.0,0.14219735628631772,1.7823772505846064e-05,9.75558820798651e-05,9.266537553543674e-06,9.995808301663472e-07,1.5716709870232627e-05,3.4077963953913055e-05,8.951636588973648e-06,3.219441834999397e-06,1.8413878858992598e-05,4.296996991740101e-06,1.8963687711655948e-06,1.786462160652619e-05,0.0001680012139057263,0.005964777969037057,5.569207933564903e-06,0.03051873714090259,0.017791934635848564,0.046790371154807796,0.04043645615575255
1,20480,754.7908285726918,False,5,40149_00000,2025-05-17_14-53-56,1747461236,5.420582056045532,24.035399198532104,1464251,localhost.localdomain,10.139.239.36,24.035399198532104,5,4.284466588600545,2.1987127383165066e-05,4.284315128673268,0.5170655219849439,3.759056131107588,0.0016824561900209486,0.0007150164165068418,2393,1,0.2161854525198589,2.0,2.551231892361747e-05,9394,50.9375,4.0,20480,0.00013909503468312323,0.08147174822298547,1.5677083127346134,1.5677083127346134,4,7.4700189432859e-05,4096,51.4,50.0,754.7908285726918,8,0,0,10.9875,14.8,4096,0.00020475574628313643,5.934753875100945e-05,50.9375,20480,4096,20480,50.9375,-4.7683716e-07,0.62713546,0.0149953,2325.5986,128.0,9.879523,0.0003,1.0,0.94752455,195072,134148.0,5.0,-0.73593634,9.148087,0.0,898816,0.30000001192092896,9907524,898816,5417.577835823999,0.0,4096.0,195072,134148.0,42241020,0.0,0.14224108739533642,1.6951723925229937e-05,9.502445570773295e-05,9.218670524092017e-06,9.941060667550017e-07,1.5625431627829954e-05,3.2511868357002136e-05,8.830620858102478e-06,3.1610877292925677e-06,1.816060731049215e-05,4.221727842818098e-06,1.879918779528407e-06,1.7864274210292467e-05,0.00016799279967888057,0.005965943028202379,5.568641956129856e-06,0.03053456646629605,0.017792881744166145,0.04680818089584401,0.040444441835219204
1,24576,732.2952363053538,False,6,40149_00000,2025-05-17_14-54-01,1747461241,5.587335109710693,29.622734308242798,1464251,localhost.localdomain,10.139.239.36,29.622734308242798,6,4.297436468354563,2.1845196167296547e-05,4.2972845219868745,0.5198631270652073,3.769167305566609,0.0016831346275195964,0.0006141044541436713,2681,1,0.2455835456803689,1.71875,2.5024308341788808e-05,12075,50.98125000000001,5.0,24576,0.00013909503468312323,0.08175423071212404,1.3928930475263268,1.3928930475263268,5,7.138928267783541e-05,4096,51.8,50.0,732.2952363053538,8,0,0,10.774999999999999,14.8,4096,0.0002009998121861484,5.8540959085535015e-05,50.98125000000001,24576,4096,24576,50.98125000000001,1.7881393e-07,0.5826329,0.0068042176,2428.3508,128.0,10.0,0.0003,1.0,0.8872358,203648,134148.0,6.0,-0.79383063,9.208211,0.0,1102464,0.30000001192092896,10799708,1102464,5417.990034376249,0.0,4096.0,203648,134148.0,53040728,0.0,0.14230725895745144,1.6340015166921026e-05,9.32577309955483e-05,9.19967078716192e-06,9.921040311835126e-07,1.5573328169765544e-05,3.1405589515891006e-05,8.744038337450896e-06,3.1241866067074453e-06,1.8004683625132908e-05,4.1777835257857386e-06,1.8687334435743958e-06,1.7863576006859883e-05,0.00016798268351931797,0.005967629568497799,5.567897074072376e-06,0.030566958695969378,0.017794244013753364,0.04682714112234744,0.04045620225947767
1,28672,760.9256491674267,False,7,40149_00000,2025-05-17_14-54-07,1747461247,5.373363733291626,34.996098041534424,1464251,localhost.localdomain,10.139.239.36,34.996098041534424,7,4.30815368079077,2.170459462378891e-05,4.308001627757962,0.5211415526748039,3.7785255423200814,0.001683428281257439,0.0005177245948289055,2812,1,0.2771488598618686,1.4375,2.445956714512743e-05,14887,50.93124999999999,6.0,28672,0.00013909503468312323,0.08207788597009029,1.245715062140574,1.245715062140574,4,6.778608353849134e-05,4096,51.2,50.0,760.9256491674267,8,0,0,10.957142857142857,14.77142857142857,4096,0.00019670408689236274,5.731032296956325e-05,50.93124999999999,28672,4096,28672,50.93124999999999,1.1920929e-07,0.30870616,0.031552102,2456.8088,128.0,10.0,0.0003,1.0,0.7351049,207616,134148.0,7.0,-0.84771854,9.161747,0.0,1310080,0.45000001788139343,11220996,1310080,5418.544031173871,0.0,4096.0,207616,134148.0,64261724,0.0,0.1423810355691847,1.577307550140408e-05,9.134107501425692e-05,9.104691198900874e-06,9.803147507775473e-07,1.540869119168314e-05,3.0393865785168796e-05,8.552221585519919e-06,3.0718413631219086e-06,1.7751242468733693e-05,4.106594758246841e-06,1.8414570639198435e-06,1.7862679240301428e-05,0.00016797214260993936,0.005969925306382359,5.566985932628566e-06,0.03060036371550148,0.017796181145870154,0.04684742331432587,0.0404720702162699
1,32768,689.8838464040294,False,8,40149_00000,2025-05-17_14-54-13,1747461253,5.930157899856567,40.92625594139099,1464251,localhost.localdomain,10.139.239.36,40.92625594139099,8,4.324329749772325,2.1579318875747193e-05,4.324177337660654,0.5234879317080356,3.7922551449869664,0.0016839677582100427,0.0003877540002577007,3237,1,0.30999498049780766,1.03125,2.4208338890956285e-05,18124,51.00625000000001,7.0,32768,0.00013909503468312323,0.08247747603450867,1.098123745256795,1.098123745256795,2,6.575053914524233e-05,4096,51.2,51.0,689.8838464040294,8,0,0,11.199999999999998,14.800000000000002,4096,0.0001955386761738183,5.716823194091235e-05,51.00625000000001,32768,4096,32768,51.00625000000001,0.0,0.7105914,0.017745145,2533.0273,128.0,10.0,0.0003,1.0,0.5943198,220288,134148.0,8.0,-0.93506706,9.072917,0.0,1530368,0.45000001788139343,12635582,1530368,5419.279349032104,0.0,4096.0,220288,134148.0,76897306,0.0,0.1424795392679871,1.5512563127117395e-05,9.073959373361987e-05,9.132112286516345e-06,9.835197158574553e-07,1.5462526442059784e-05,2.9921363637982556e-05,8.569518219294302e-06,3.0621181054095974e-06,1.77355532096663e-05,4.1015633951748e-06,1.8438670393335442e-06,1.7861657044193464e-05,0.00016796157824148106,0.0059730311617589476,5.565890918508766e-06,0.030649820019170763,0.01779872398835196,0.04686964019805723,0.04049327390020475
1,36864,689.5158436989102,False,9,40149_00000,2025-05-17_14-54-18,1747461258,5.9331018924713135,46.859357833862305,1464251,localhost.localdomain,10.139.239.36,46.859357833862305,9,4.34037569657389,2.14594065101996e-05,4.340222921353599,0.525545482581092,3.8061377541869157,0.0016864906599606067,0.00045594005860039033,3476,1,0.3443619482172267,1.28125,2.3816572883765678e-05,21600,50.90625,8.0,36864,0.00013909503468312323,0.08296169922604058,0.9720314539784034,0.9720314539784034,3,6.392562904807027e-05,4096,51.0,49.0,689.5158436989102,8,0,0,11.15,14.8,4096,0.0001931424681352534,5.644279887975874e-05,50.90625,36864,4096,36864,50.90625,-2.3841858e-07,0.23259243,0.016826944,2566.1013,128.0,10.0,0.0003,1.0,0.4401285,227328,134148.0,9.0,-0.9525283,9.055045,0.0,1757696,0.45000001788139343,13451424,1757696,5420.215506130054,0.0,4096.0,227328,134148.0,90348730,0.0,0.14258810868505664,1.5200063365342455e-05,8.971596591520549e-05,9.077052789800603e-06,9.751460744327267e-07,1.535352841637481e-05,2.935369182966343e-05,8.446822787274792e-06,3.03118687320005e-06,1.758816005801559e-05,4.059834529029594e-06,1.8272522023708498e-06,1.7860595323607937e-05,0.0001679491644494936,0.005976977208599379,5.564617697850387e-06,0.03070006411799415,0.01780189811606964,0.04689382725798138,0.04052032449823467
1,40960,650.0477002676048,False,10,40149_00000,2025-05-17_14-54-25,1747461265,6.294156312942505,53.15351414680481,1464251,localhost.localdomain,10.139.239.36,53.15351414680481,10,4.359869897438143,2.1319441651307977e-05,4.359716770459818,0.5290423637951874,3.8220219578048336,0.0016868690639373054,0.0003893811190209817,3706,1,0.3797007444296392,1.0625,2.3516014124499408e-05,25306,51.00625000000001,9.0,40960,0.00013909503468312323,0.08352994997547245,0.8641428387537416,0.8641428387537416,2,6.258770356774741e-05,4096,51.2,51.0,650.0477002676048,8,0,0,11.022222222222222,14.800000000000002,4096,0.00019156958751486545,5.6006660856356894e-05,51.00625000000001,40960,4096,40960,51.00625000000001,-1.1920929e-07,0.6402619,0.010262742,2537.781,128.0,10.0,0.0003,1.0,0.34618714,234240,134148.0,10.0,-0.93869376,9.065925,0.0,1991936,0.45000001788139343,14286810,1991936,5421.371712151142,0.0,4096.0,234240,134148.0,104635540,0.0,0.14270820148155502,1.4986339426716048e-05,8.902686482594828e-05,9.04723733558789e-06,9.71105438624494e-07,1.5286780901393844e-05,2.898250977550428e-05,8.375927887398913e-06,3.010316403842816e-06,1.7501108487370143e-05,4.037225901305425e-06,1.8163323048514313e-06,1.7859276471336472e-05,0.00016793604036992286,0.005981850551082171,5.563208151794237e-06,0.03075150263883757,0.017805816797631564,0.04692027311578956,0.040553745295820495
